name,address,phone1,phone2,categories,lat,lon
"FTD (Floral Transworld Delivery)","101 Fieldstone Drive, Charlottesville, VA 22901",,818-555-4321,"funeral services",38.0079976,-78.53279839999999
"Fun 'n Folly","540 Harrison Street, Midland, MI 48640",626-555-1234,,"shelters",43.6238002,-84.23706440000001
"FurnitureFind.com","801 Hanover Court, Appleton, WI 54911",,818-555-4321,"financial aid",44.2837065,-88.37249299999996
"Futon Shop","484 Church Street, Inman, SC 29349",626-555-1234,,"medicare",35.096768,-82.028708
"Futons Now","667 Spring Street, Burbank, IL 60459",,818-555-4321,"social security",41.7100509,-87.74296170000002
"Eagle Mills","77 Spruce Avenue, Helena, MT 59601",626-555-1234,,"thrift stores",46.55232520000001,-112.17045710000002
"Ear Fashions","663 Clinton Street, Floral Park, NY 11001",,818-555-4321,"financial aid",40.709402,-73.68767600000001
"Earth Footwear","59 Creek Road, Ontario, CA 91762",626-555-1234,,"financial aid",42.4022502,-82.15350409999996
"Eastbay","78 2nd Street West, Rosedale, NY 11422",,818-555-4321,"thrift stores",40.6355688,-73.74070389999997
"Eaton Detroit Springs","230 8th Street South, Wisconsin Rapids, WI 54494",626-555-1234,,"housing help",44.3877262,-89.8171529
"eBags","517 8th Avenue, Caldwell, NJ 07006",,818-555-4321,"shelters",40.8398218,-74.27653659999999
"eBatts.com","390 Church Street North, Middle Village, NY 11379",626-555-1234,,"financial aid",40.7449607,-73.90643009999997
"Eberhard Sports","2 York Road, Deltona, FL 32725",,818-555-4321,"housing help",28.9884972,-81.23194269999999
"Eco Enterprises","466 New Street, Fairfax, VA 22030",626-555-1234,,"thrift stores",37.1335399,-80.54431269999998
"EcoExpress","540 Route 64, Alabaster, AL 35007",,818-555-4321,"housing help",33.2625021,-86.82303639999998
"Ecosphere Associates","330 Mulberry Lane, Gulfport, MS 39503",626-555-1234,,"medicare",30.4163689,-89.03303269999998
"ECS Publishing","951 Warren Avenue, Rock Hill, SC 29730",,818-555-4321,"employment",34.9248667,-81.02507839999998
"eCustom Products","187 Overlook Circle, Lakeville, MN 55044",626-555-1234,,"housing help",41.416928,-75.25851599999999
"Eddie Bauer","777 Canterbury Road, Parkville, MD 21234",,818-555-4321,"employment",39.3727699,-76.55216889999997
"eDressMe","904 Warren Avenue, Westmont, IL 60559",626-555-1234,,"funeral services",41.7957589,-88.00700110000002
"Efootwear","957 Cooper Street, Longwood, FL 32779",,818-555-4321,"thrift stores",28.7150611,-81.41690929999999
"EIG","121 Willow Street, Vernon Hills, IL 60061",626-555-1234,,"financial aid",42.19525000000001,-87.95993399999998
"Eighth Street Music","352 Franklin Street, Nashville, TN 37205",,818-555-4321,"social security",36.0898794,-86.6611092
"Elaine Coyne Galleries","181 9th Street West, Gettysburg, PA 17325",626-555-1234,,"funeral services",39.7835914,-77.37446080000001
"Electronic Express","248 4th Avenue, Uniondale, NY 11553",,818-555-4321,"thrift stores",40.7209533,-73.63245340000003
"Electronic Goldmine","754 Colonial Drive, Sidney, OH 45365",626-555-1234,,"thrift stores",40.2725127,-84.17061569999998
"Electronic Surplus Inc","72 State Street, Peachtree City, GA 30269",,818-555-4321,"social security",33.7526348,-84.3916769
"Electronix Corporation","279 Redwood Drive, Northbrook, IL 60062",626-555-1234,,"funeral services",42.1353496,-87.82846970000003
"Eli's Pocket Watches","13 Schoolhouse Lane, Davison, MI 48423",,818-555-4321,"food stamps",43.0347491,-83.51800630000002
"Elizabeth Lee Designs","825 Orange Street, Cleveland, TN 37312",626-555-1234,,"medicare",35.1274348,-90.01842520000002
"Emperor's Herbologist","847 Lake Avenue, Camden, NJ 08105",,818-555-4321,"shelters",39.913063,-75.10781629999997
"Engert Farms","714 Howard Street, Powder Springs, GA 30127",626-555-1234,,"social security",33.8377866,-84.70390129999998
"Enokiworld","804 Park Drive, San Carlos, CA 94070",,818-555-4321,"social security",37.487466,-122.2519608
"Enviroshop","782 Chapel Street, Manassas, VA 20109",626-555-1234,,"housing help",38.7670745,-77.55105249999997
"EPT Educational Software","910 Main Street, Harleysville, PA 19438",,818-555-4321,"shelters",40.2973766,-75.40929929999999
"eSeeds","555 Summit Street, Floral Park, NY 11001",626-555-1234,,"thrift stores",40.7608028,-73.6761095
"essentialapparel.com","817 Lawrence Street, Old Bridge, NJ 08857",,818-555-4321,"thrift stores",40.4518175,-74.24872870000002
"eToys","556 5th Street South, Zanesville, OH 43701",626-555-1234,,"thrift stores",39.9464047,-82.0059784
"Euro Rail Hobbies & More","721 Hawthorne Lane, Melrose, MA 02176",,818-555-4321,"housing help",42.448498,-71.05065100000002
"European Watch Co.","907 Route 7, Starkville, MS 39759",626-555-1234,,"housing help",33.4556194,-88.78740719999996
"Eva's Creations","786 Fawn Court, Hobart, IN 46342",,818-555-4321,"social security",41.5239211,-87.2417246
"Everybody's Store","918 Elmwood Avenue, Waynesboro, PA 17268",626-555-1234,,"social security",39.755927,-77.57776919999998
"Executive Essentials","542 East Avenue, Roselle, IL 60172",,818-555-4321,"financial aid",41.99295499999999,-88.08033290000003
"Extinctions Fossil Company","997 Sheffield Drive, Flushing, NY 11354",626-555-1234,,"employment",40.6533165,-73.88780170000001
"EyeSave.com","445 Lantern Lane, Ashland, OH 44805",,818-555-4321,"thrift stores",40.8686675,-82.31821780000001
"D & J Sports","551 Willow Drive, Collierville, TN 38017",626-555-1234,,"employment",35.084855,-89.69871
"D.A.M.E. inc.","32 Carriage Drive, Ridgefield, CT 06877",,818-555-4321,"social security",41.358354,-73.48874999999998
"D.E.L.S. Manufacturing","489 Cedar Avenue, Hephzibah, GA 30815",626-555-1234,,"food stamps",33.3189097,-81.9989215
"Daddy-O's","572 Colonial Avenue, Windermere, FL 34786",,818-555-4321,"shelters",28.543457,-81.49913099999998
"dafridge.com inc.","726 5th Street West, Garland, TX 75043",626-555-1234,,"medicare",32.9066158,-96.6367108
"Dance Express","293 Ivy Court, Loveland, OH 45140",,818-555-4321,"social security",39.30695540000001,-84.2635879
"Dance Supplies","46 King Street, Boston, MA 02127",626-555-1234,,"social security",42.293059,-71.05856
"Data Surge","979 Willow Lane, Framingham, MA 01701",,818-555-4321,"thrift stores",42.32377779999999,-71.35917799999999
"Dave Pelz Golf Corporation","200 Edgewood Road, Findlay, OH 45840",626-555-1234,,"thrift stores",41.0501829,-83.684325
"David Morgan","961 Harrison Avenue, Greenwood, SC 29646",,818-555-4321,"food stamps",34.1831793,-82.16334640000002
"Davyne Dial","632 Hillcrest Avenue, Racine, WI 53402",626-555-1234,,"employment",42.7910248,-87.82761599999998
"Deb's Recycled Sewing Patterns","87 Durham Court, Chesapeake, VA 23320",,818-555-4321,"thrift stores",36.759735,-76.28392930000001
"DecorLine.Com","60 Valley Road, Herndon, VA 20170",626-555-1234,,"food stamps",38.9841576,-77.36996859999999
"Del West","77 Sheffield Drive, Cheshire, CT 06410",,818-555-4321,"social security",29.8560238,-95.6469543
"Demarini Sports","200 Ann Street, Lincoln Park, MI 48146",626-555-1234,,"medicare",42.2537707,-83.18312839999999
"Deming Designs Inc.","84 Amherst Street, Wheaton, IL 60187",,818-555-4321,"employment",41.9225455,-88.09548330000001
"Designer Checks","40 Parker Street, Leesburg, VA 20175",626-555-1234,,"social security",39.1101866,-77.55822869999997
"Designer Linens Outlet","124 2nd Street, Colorado Springs, CO 80911",,818-555-4321,"employment",38.7922877,-104.84552780000001
"Designer Shoes","900 14th Street, Lowell, MA 01851",626-555-1234,,"financial aid",47.9991841,-122.21432270000003
"Di Stefano Productions","649 Highland Avenue, Doylestown, PA 18901",,818-555-4321,"financial aid",40.252251,-75.15693799999997
"Di-Bar Company","454 Highland Drive, Lincoln, NE 68506",626-555-1234,,"employment",40.85923930000001,-96.72726610000001
"Digital Nation","826 Mill Road, Severn, MD 21144",,818-555-4321,"social security",39.1289641,-76.69231880000001
"Dillards","153 West Street, Harvey, IL 60426",626-555-1234,,"financial aid",41.61172089999999,-87.6607866
"Dino-Star","33 Sycamore Drive, Fort Washington, MD 20744",,818-555-4321,"financial aid",38.7073379,-77.02303130000001
"Direct Sales","293 5th Street, Hartford, CT 06106",626-555-1234,,"thrift stores",41.68018439999999,-72.75550759999999
"Direct Sports","681 Roberts Road, Lincoln, NE 68506",,818-555-4321,"employment",40.910676,-97.10009839999998
"Discount Cheerleading and Dance","105 Clinton Street, Malvern, PA 19355",626-555-1234,,"housing help",40.0362184,-75.51381179999998
"Discount Stove & Fireplace","129 White Street, Smyrna, GA 30080",,818-555-4321,"social security",33.8307775,-84.48799380000003
"Disk-O-Tape","659 6th Avenue, Parkersburg, WV 26101",626-555-1234,,"employment",39.2521339,-81.57135770000002
"Disney Store","788 Grant Avenue, Ridgecrest, CA 93555",,818-555-4321,"social security",40.6008396,-122.35542959999998
"Display Electronics","488 Briarwood Drive, Farmington, MI 48331",626-555-1234,,"financial aid",42.5132848,-83.41271340000003
"Dog Bowtique","151 Garden Street, Selden, NY 11784",,818-555-4321,"social security",40.8760185,-73.08541709999997
"Dogbedworks","350 Valley View Road, Lancaster, NY 14086",626-555-1234,,"funeral services",40.1035931,-76.07252540000002
"Dolly Duz Inc.","398 Route 64, Coventry, RI 02816",,818-555-4321,"financial aid",41.6962336,-71.59613279999996
"Dominion Blinds","195 Madison Avenue, Lititz, PA 17543",626-555-1234,,"thrift stores",40.1573169,-76.30690140000002
"Double R","690 Jefferson Avenue, Cary, NC 27511",,818-555-4321,"housing help",35.7778956,-78.78403650000001
"Dovetail Woodworks","470 Edgewood Drive, Boynton Beach, FL 33435",626-555-1234,,"employment",26.5254562,-80.05908039999997
"Dowdle Sports","937 Fairview Road, Northbrook, IL 60062",,818-555-4321,"food stamps",42.1498552,-87.88688009999998
"DR Racing Products","45 Hickory Lane, Conyers, GA 30012",626-555-1234,,"medicare",33.693803,-83.915209
